Reviews,Acting,Plot,Scene,Comedy,Touching
Mỗi Người tự rút ra bài học cho mình thôi.,0,0,0,0,0
Mình thấy mạch phim hơi nhanh. Nhưng coi vẫn cuốn đặc biệt phần cuối có plot twist nên cũm khá thú vị,0,1,0,0,0
"Phim ổn nhưng xem ở Catavil trải nghiệm khá tệ. Xem 1 bộ mà bị tắt đèn hình, tắt tiếng 5 lần. Mọi người nên cân nhắc để tránh mất tiền oan",0,0,0,0,0
"Phim chán thật sự mng ơi, khóc từ đầu đến cuối phim ạ",0,0,0,0,1
Theo cảm nhận của mình thì phim này hay nha. Thực sự chạm đến cảm xúc của mình. Những cảnh đầu có thể nó không có thực sự liên kết với nhau. Nhưng nếu tập trung xem thì thấy nó thực sự cực kì hay. Cao trào nhất vẫn là đoạn cuối của phim. Nên đi xem nha mng,0,1,1,0,1
"Không như mong đợi. Sau khi xem xong phim chẳng đọng lại gì cả. 🥲🥲🥲Cực kỳ thất vọng, nhất là nhân vật bà vợ có quyền, có địa vị mà lại nhu nhược???? Xem mà tức dùm cô con gái",0,0,0,0,0
"Phim cuốn quá , xem phim mà thấy căm ghét ông thoại quá đi",0,0,0,0,0
Bình thường phim có Thái Hoà thường sẽ hay. TRỪ PHIM NÀY. Coi rất chán.,1,0,0,0,0
Phim hay cực coi tới khúc cuối da gà nổi Đúng là không làm phim thì thôi chứ 1 lần chú Thái Hoà làm phim là 100 đỉm,1,0,0,0,0
Nếu là người thích cái,0,0,0,0,0
"Phim rất hay, phản ánh đời sống bên ngoài, tâm lý nhân vật rất hay, đáng để xem, nhiều cung bậc cảm xúc",0,1,0,0,0
Xuân Lan Thái Hoà quá xuất sắc. Nói chung chưa vượt ngoài lòng mong đợi nhưng cũng đủ để lắng đọng cảm xúc,1,0,0,0,0
"Phim tạm ổn. Nhưng chất lượng bản chiếu rất tệ, lần đầu xem phim rạp gặp trường hợp này luôn đó. Như xem phim chất lượng 360, hình ảnh mờ và bể nét. Thấy phí tiền vô cùng, khó chịu mắt nữa. Mình xem suất 20h 22/4 ở rạp BHD quang trung gv.",0,0,0,0,0
"mình thấy phim hay mà thấy ít người xem ,",0,0,0,0,0
"Phim dành cho những người từng trải ,trưởng thành theo mình thấy rất hay ,trẻ trâu sẽ chê. Mọi người nên đi xem nha",0,0,0,0,0
Phim hay lắm nên xem nhe mọi người 💓,0,0,0,0,0
"👏👏 Chúc mừng phim Theo cá nhân mình đây là bộ phim phản ánh đời thực, thích những nhân vật trong phim và câu thoại của chú Hữu Châu. Cảnh quay bắt mắt nói chung đi coi nha",0,0,1,0,0
Hay👏👏👏👏👏👏👏,0,0,0,0,0
vừa kịch tính vừa cảm động xứng đáng top 1 phòng vé,0,0,0,0,1
Phim rất hay nha mn !,0,0,0,0,0
rất hay lun,0,0,0,0,0
"Rất hay và ý nghĩa,phim của Chú Thái Hòa thì luôn tuyệt vời rồi 🍀 rất cảm xúc nhưng có lẽ cảm xúc nghẹn nhưng không thể khóc đó là cảm xúc đầu tiên mà tôi tự trải🍀 chúc phim của Chú gặt hái thêm nhiều thành công 🍀",1,0,0,0,1
Phim hay nên xem,0,0,0,0,0
Thật sự bản thân tui thấy mình trong đó. Khát khao của 1 đứa trẻ thiếu hạnh phúc khó tả lắm. Khóc mấy chập . Hay nha! Nội tâm sâu sắc mới có thể hỉu đc,0,0,0,0,1
"Diễn viên Thái Hoà chưa bao giờ làm tui thất vọng, tình tiết diễn biến phim lôi cuốn dẫn dắt người xem đi từ bất ngờ này đến bất ngờ khác.",1,0,1,0,0
"Kịch bản hay, được cái diễn viên diễn đơ chưa từng có, được mỗi chú Thái Hoà còn lại thì diễn mức tạm ổn",1,0,0,0,0
Phim chính kịch ok mà ko hiểu sao có người đáng giá 1-2 sao. Thái Hoà diễn xuất tâm lý đoạn cuối đúng đạt xem mà sợ quá đúng hành vi của kẻ điên loạn.,1,0,1,0,0
"Mạch phim rời rạc, diễn xuất cũng tàm tạm, diễn biến khúc đầu coi chán, nói chung tuỳ cảm nhận của mỗi ng nhưng đv mình thì là ko hay",1,1,0,0,0
cgv ở aeon bình dương có xét cccd phim này kh anh chị,0,0,0,0,0
"Coi chủ yếu vì Thái Hoà , hazzz rág coi kịch bản tệ , nhân vật Lgbt quá dở và đơ",1,1,0,0,0
quá tuyệt vời bộ phim rất hay cái kết rất hay,0,0,0,0,0
"Phim hay , có nhiều tình tiết mới không rập khuôn , đáng đi xem",0,0,1,0,0
"Diễn xuất quá đơ (khóc mà chỉ thấy mắc cười), nội dung quá xàm, phi logic, bôi xấu phụ nữ (mình là phụ nữ mà cũng không thể đồng cảm được với những nhân vật trong phim), cho con ruột và cha ấy ấy nhau. Lời thoại nhạt nhoà, không có điểm nhấn, phim có truyền",1,1,0,1,1
"Phim dở, kịch thiếu logic, rời rạc, k thấy cảm xúc, 1 vài đoạn thiếu tôn trọng phụ nữ, plot twist vô lí nha",0,1,0,0,0
"Lời thoại chán, bố cục ko logic, diễn viên ko đẹp mà còn hay khóc, lại còn khóc xấu. Để tiền đi ăn gà rán sướng hơn.",1,1,0,0,1
"Mới coi về Phim đáng phim nha quý zị👏👏 Khen hết dàn cast vì quá đẹp, kịch bản phim đầu tư quá trời, tui mê lắm nhất là anh Will. Đi coi với gia đình là tuyệt nữa.",1,1,0,0,0
"Mọi thứ đều ổn ngoại trừ 2 ông đóng LGBT khóc giả trân, ko giọt nc mắt nào. Cứ gồng lên khóc nhìn bực cực kì. Coi Cô Xuân Lan vs bé Uyên Ân khóc mà bắt chước kìa.",1,0,0,0,1
mình thấy phim hay mà có mng chê quá tr lun 🥹🥹,0,0,0,0,0
phim siêu hay siêu đáng coi mà sao mng cho 1 2 sao ác vậy,0,0,0,0,0
"Mình mới vừa xem xong, ai có thể giải thích cho mình vì sao ông Thoại cuối phim lại tự vả và điên loạn như thế được ko",0,0,0,0,0
10/10 nhé Mình đánh giá phim rất đáng xem nhé Mình để ý 1 số bạn vô xem nhưng vừa xem vừa bấm điện thoại từ đầu tới cuối phim :))) chắc xem xong về để chê 😅,0,0,0,0,0
"Trước giờ mình chỉ đánh giá 1 là phim hay, 2 là phim RẤT DỞ. Phim này mình thấy hay, đa phần các diễn viên đều diễn tròn vai của mình. Thấy mọi người chê nét diễn của 2 anh LGBT, nói 2 ảnh diễn khóc như cười, mà đúng thiệt, mà mình thấy đoạn đó dễ thương, tạo",1,0,0,1,1
Gặp được mấy anh chị ở ngoài dễ thương lắmmm 🥰,0,0,0,0,0
Hay thật sự,0,0,0,0,0
"Phim cuốn, cô Lan diễn hay, cảm động trừ điểm Will khóc xấu quá",1,0,0,0,1
Câu chuyện được lấy từ thực tế phản ánh thực trạng của nhiều gia đình hiện nay. Lên án nhiều vấn đề nhức nhối.,0,0,0,0,0
"Mình thấy phim này hay rất đáng xem , với một người rất hay xem phim rạp như mình thì đây là 1 trong những bộ phim sau khi xem xong thì để lại nhiều ấn tượng",0,0,0,0,0
"bộ phim hay sát đời thật rất đáng xem, diễn viên diễn rất cảm xúc, ủng hộ phim việt ❤❤❤❤❤❤❤❤❤❤",1,0,0,0,0
"Ấn tượng sự chỉn chu trong các góc quay, địa điểm đc đầu tư có kiến trúc khá bắt mắt hiện đại so với các phim đã xem từ trc đến nay. Mạch phim lẫn diễn xuất của các dv ko phải bàn, kịch bản twist giựt ko ngờ tới và cũng có vài miếng hài đc tung hứng nhẹ nhàng,",1,1,1,1,0
Phim rất hay và đáng xem. Mình đã đi xem 2 lần ở bộ phim này. Diễn viên diễn rất tròn vaiiiii❤️,1,0,0,0,0
"Phim ""cái giá của hạnh phúc"" đúng thật sự ""1 vũ trụ tiểu tam"" đầy drama, gây cấn, ám ảnh, cực cháy 🔥 Hình ảnh, ánh sáng quá đẹp ,trend tốt, mình thích góc quay di chuyển theo cảm xúc nhân vật, khung hình tâm lí trọn vẹn👍 "" Hạnh phúc luôn phải đánh đổi bằng",0,1,1,0,0
"Thấy mua vé cũng đông đấy, chúc mừng đạo diễn",0,0,0,0,0
"Cái Giá Của Hạnh Phúc đã chinh phục mình về phần kịch bản, diễn xuất thông điệp sâu sắc về cuộc sống. First, kịch bản đầy lôi cuốn. Phim xoay quanh cuộc sống của gia bà Dương, một gia đình giàu có nhưng ẩn chứa nhiều bí mật đen tối. Kịch bản phim phải khiến",1,1,0,0,0
Cho 10/10 được luôn vì đây là cảm nhận riêng của mình Có lẽ đây là bộ phim thật sự xen lẫn tình tiết hài hước.... NHƯNG.... phản ánh quá chân thật về cuộc sống hiện tại.... lần đầu xem mà thấy cái kết hả hê như vậy.... quá tuyệt vời,0,1,0,1,0
"Bộ phim đầu tay của đạo diễn nhưng xem rất cuốn, cái kết có hậu, mọi người nên ra rạp xem",1,1,0,0,0
"Với cá nhân mình, thì mình thấy nhiều cú plot twist mà kiểu mình không ngờ tới luôn :))) Diễn xuất của chú Thái Hoà mình không có gì để chê hết. Còn về cô Xuân Lan thì lần trở lại phim này, vai của cô thấm đượm nước mắt dữ quá =))))) nhưng cô diễn đạt, lột",1,1,0,0,0
"Đáng xem nha các bồ thích nhất câu cuối "" Hạnh phúc nào cũng đánh đổi bằng nỗi đau, nhưng nỗi đau nào cũng xứng đáng ❤️"" cơ mà nhìn anh will giống nyc ta quá chừng",0,0,1,0,0
Phim hay 👌🏻☺️,0,0,0,0,0
"Theo mình nghĩ bộ phim này thích hợp cho những người có gđ xem, nó sẽ rất hay và ý nghĩa",0,0,0,0,0
"Theo mình thì hay chị Xuân Lan diễn rất tuyệt, bình thường chỉ thấy chị ấy trên sàn catwalk thôi nay diễn rất đỉnh, chị Bé Quyên rất sắc nha ánh mắt rất bén và đặc biệt là bé Quyên rất đẹp ❤️❤️❤️",1,0,0,0,0
Phim hay. Mọi người nên xem nhé. Phim lật mặt như bánh tráng. Có nhiều tình tiết bất ngờ và cảm động,0,0,1,0,1
"Phim hay, lôi cuốn, hấp dẫn, rất đáng xem",0,0,0,0,0
"1 bộ phim đáng xem, nên xem. Và để lại nhiều suy ngẫm trong lòng",0,0,0,0,0
"- Cách đặt vấn đề: 10 điểm - Cách giải quyết vấn đề: 0 điểm - Độ sâu của lời thoại: 1 điểm - Dựng lại tình huống, cảm xúc: 1 điểm - Diễn xuất của các nhân vật: 1 điểm ( có anh bê đê diễn đạt vai) - Khóc: 10 điểm. Toàn khóc là khóc Tổng điểm: 1/10 Kinh nghiệm:",1,0,0,0,1
"thấy coi ok mà mng, có 2 ông lgbt diễn hơi mắc cười thôi chứ coi được mà mng chê dữ luôn",1,0,0,1,0
"Hay nha má, má nào chê là vô toàn ngồi ngủ ko nha tr. Phim đánh giá là 100/10, diễn viên diễn siêu đạt, nhiều phân cảnh rất ấn tượng luôn, tới nỗi coi xong về vẫn còn thẫn thờ ngay đoạn cuối rất ám ảnh. Nchung là đáng để trải nghiệm, rất đáng tiền bỏ ra",1,0,1,0,0
Giải trí,0,0,0,0,0
Hay,0,0,0,0,0
Phim Việt Nam dở nhất từ trước tới giờ mình xem. Đi coi với crush xong về chia tay luôn,0,0,0,0,0
"Thấy quay chị Lan hong à, mún mấy dvien kia có nhìu đất diễn hơn ạ",1,0,1,0,0
Phim hay nha mn nên xem nhé,0,0,0,0,0
Phim tình tiết còn rời rạc và thiếu chi tiết,0,1,0,0,0
phim rất hay và ý nghĩa nhé . cả nhà oi mỗi bộ phim đều là tâm huyết máu nước mắt mồ hôi .. khi lên phim thì mổi kịch bản ý nghĩa sẽ khác nhau .đừng nên chạy theo rama mà ảnh hưởng đến mọi người . bộ phim nói về ngoài đời thật ở xả hội này nó còn ghê hơn cã,0,0,0,0,0
"Phim hay, kịch tính",0,0,0,0,0
Mình thấy chưa cảm xúc lắm,0,0,0,0,0
Phim nội dung nv là ổn . Có chiều sâu và truyền tải đc nội dụng ý nghĩa,0,1,0,0,0
"Quá dỡ Diễn viên diễn giả trân k nhập vai đc, ngta khóc mà cả rạp cười cái sự khóc đó là hiểu như nào rồi",1,0,0,1,1
Phim ko có j đặc sắc cốt truyện rối rắm thiều chiều sâu nếu đòi hỏi phim phải có logic thì ko nên xem. Thứ duy nhất cứu rỗi bộ phim là diễn xuất của diễn viên gạo cội .,1,1,0,0,0
"Một bộ phim rất hay nói về tình cảm gia đình,câu chuyện hình ảnh gốc quay trong phim rất đẹp rất hiện đại 🤩🤩🤩",0,1,1,0,0
"Phim quá u ám, u ám một cách ko cần thiết làm người xem mệt và hao năng lượng sau khi xem",0,0,0,0,0
2 bạn nam đóng do tình tiết k hay lắm,1,0,0,0,0
"đi coi đi mấy má đừng lên đây để đọc đánh giá rồi k đi coi vì thấy toàn 1-2 sao, phim hay vcl, mấy đứa đánh giá thấp toàn nói cái gì k liên quan đến phim, như kiểu được thuê để rating bẩn z á, đi coi đi nói thiệt🙏🏻🌺",0,0,0,0,0
Phim về đề tài gia đình nhìu bạn nói dở ..có thể 1 số bạn chưa kết hôn nên k hiểu hết được hoàn cảnh của ng phụ nữ trog câu chuyện…riêng mình thấy nó rất hay…1 người phụ nữ fai chịu đựng những gì… Nhưng phần diễn của 2 bạn LGBT trong phim chưa tả hết cái “ bi,1,0,1,0,0
"Hay quá hay, cảnh quay đẹp, trang phục đẹp, diễn viên diễn rất cuốn hút. Nội dung phim chính ra lại rất sáng tạo và được trình bày rất logic",1,1,1,0,0
"Tình tiết hơi lủng củng, không logic. Quá nhiều tình tiết được thêm thắt. Yếu tố xây dựng hình tượng như gia đình hạnh phúc, nmhay người đàn ông thành đạt không có. Nhưng lại được truyền tải xuyên suốt bộ phim",0,1,0,0,0
Nghe có lgbt là ko muốn đi xem rồi. Tại sao phim nào cũng chen LGBT vô vậy nhỉ? Giống như khuyến khích con người ta bê đê đi vậy ak,0,0,0,0,0
Phim cũng bình thường k nhiều tình tiết hấp dẫn,0,0,1,0,0
Phim đúng tệ luôn vừa dài dòng với lại diễn sượng trân đúng chán xem phí time,1,0,0,0,0
Tại sao ông Thoại mất máu vậy mà còn sống,0,0,1,0,0
Hay,0,0,0,0,0
Bố cục chán :) tẻ nhạt,0,0,0,0,0
Cuối cùng cô Khánh An là quan hệ gì với mối tình đầu của ông Thoại?,0,0,1,0,0
"Phim hay nha. Coi mà ám ảnh đoạn cuối. Phim theo hướng tâm lý nên ít thoại. Mạch phim thì hơi nhanh, coi phải để ý lắm mới hiểu được tình tiết. Mà nói chung là hay, đầy drama",0,1,1,0,0
Sâu sắc! 1 mạch truyện khai thác 3 khía cạnh : - một góc show biz - LGBT - nội tâm của một người phụ nữ cố “ tạo ra “ hạnh phúc theo cách của mình . Phim kén khán giả 🙂,0,1,0,0,0
"Phim hay lắm, kết cục mở cho đánh giá của mỗi người.",0,0,0,0,0
Phim chạm được cảm xúc của người xem,0,0,0,0,0
Tạm,0,0,0,0,0
"Phim hay, đánh trúng tâm lý phụ nữ ngày nay",0,0,0,0,0
Coi xong ám ảnh.Phim này kịch bản như phim Thái.,0,1,0,0,0
"Trong phim 2 a nam diễn cảnh bi ko thể nào cảm nổi lun á,coi toàn cười ko . Kịch bản tạm ổn .",1,0,1,1,0
Phim hay cảm động,0,0,0,0,1
Với cá nhân 4 ng đi xem như t thấy k hay,0,0,0,0,0
"Phim có ý nghĩa về hôn nhân, gia đình, cha mẹ và con cái. Có đâu đó hình ảnh của số đông người phụ nữ của gia đình vn",0,0,0,0,0
"Mọi người cứ chê cô Xuân Lan chứ riêng mình thì thấy cô rất hợp vai, diễn xuất rất tự nhiên. Coi phim vì chú Thái Hoà nhưng dành lời khen cho tất cả diễn viên, nội dung hay chân thật và rất thực tế",1,1,0,0,0
Hay,0,0,0,0,0
"Lầm đầu tiên xem phim xong mà phải lên đánh giá á. Nhóm mình đi 5 người, xem phim bi mà ai cũng mắc cười tại diễn đơ, giả trân à. Nội dung chính phim như mấy phim ngắn drama chiếu mạng á, như nồi cháo heo. Cảm giác gom nhặt tình tiết mỗi phim 1 chút vô thành",1,1,0,1,0
Thiếu logic.,0,1,0,0,0
Phim hay đáng xem,0,0,0,0,0
"Trước giờ là fan của Thái Hoà nên đi xem thử bộ phim này và tò mò vì bị chê nhiều nên mình cũng muốn góp vài chữ ý kiến cá nhân😁 Bộ phim drama, mang tính giải trí ổn nhưng logic chưa chặt chẽ và các yếu tố drama chưa được phân tích sâu, mọi chi tiết trong",1,1,0,0,0
"Phim rất hay , mọi người nên đi xem nha 😍😍",0,0,0,0,0
"Quá tiếc cho doanh thu của phim, phim xứng đáng được nhiều hơn thế này. Đây là một phim đáng xem, hay hơn rất nhiều các phim rác Việt khác.",0,0,0,0,0
Cái kết tốt đẹp. Hài lòng 🤪..cảm ơn các ace dien vien..chúc nhiều sức khỏe. Và ra nhiều phim hay ah,0,0,0,1,0
Vậy ổng chơi con gái ruột ổng thiệt hả?? Ko lẽ bà vợ tình đầu đồng ý cho con gái ruột của bả chơi với chồng cũ bả??? Ai giải thích hộ phát,0,0,1,0,0
Mình coi tới khúc ông thoại ngủ với con ổng k hỉu lắm. Lời thoại thì k được trân thật. Diễn viên cặp LGBT diễn hơi dở,1,0,1,0,0
"2bạn diễn viên nam đóng vai gay k phù hợp, diễn thô, phân đoạn phải khóc nhưng cả rạp cười=))). Uyển ân diễn cũng okila . Kịch bản thì k khớp nhau, cảm nhận mình thấy như là lấy nhìu câu chuyện ngắn ghép lại, k được liền mạch. Nói chung mình cảm thấy phim dở",1,1,0,1,1
Phim cũng ok... cốt phim mạch lạc rõ ràng...,0,1,0,0,0
"cá nhân mình thấy là phim phản ánh đúng sự thật bên ngoài xh bây giờ luôn, phim có lúc nhạt lúc gây cấn nhưng cũng đáng xem lắm, 9 người 10 ý nhe",0,1,0,0,0
"Film này về mặt nội dung thì cũng ổn đi, nhân vật diễn bật cảm xúc nhất chỉ là chị Xuân Lan, kế đến là bé con gái, còn Thái Hoà thì ổn xưa giờ rồi ko bàn, tệ nhất là thằng con trai vs bồ đóng gì nhạt nhẽo vãi chưỡng, hên là phân đoạn cũng ít chứ nếu chiếm sóng",1,1,0,0,0
Bộ phim kinh hoàng dở,0,0,0,0,0
Phim hay nên coi mí bác ơiii 👏🏻👏🏻👏🏻,0,0,0,0,0
Ủng hộ phim đầu tay như thế là quá ok,0,0,0,0,0
Nên ra rạp xem phim để cảm nhận hay hơn về bộ phim nha mn 🫶🫣,0,0,0,0,0
"Là một trong những bộ phim chiếu rạp đáng xem của VN, có những góc khuất và có sự khai thác sâu nội tâm sâu sắc của người phụ nữ phải hứng chịu sự tổn thương, bên cạnh đó mỗi nhân vật trong phim đều có những thước đoạn thể hiện các cung bậc cảm xúc. Đúng - sai",0,0,0,0,0
Nói chung mạch phim hơi khó hiểu 1 xíu,0,0,1,0,0
"Phim có cốt truyện khá đời, hay. Diễn xuất của Thái Hòa vẫn đỉnh.",1,1,0,0,0
phim ndung quá đỉnh lun á bà con mỗi tội bị underrated quá mọi ng coi ủng hộ phim VN nhaaa🤍🩷🩷🩷,0,1,0,0,0
"Mạch phim: 2/10 - quá chóng vánh, bỏ qua nhiều tình tiết quan trọng, tính tiết chính lại rất vô lí (câu chuyện không đến nỗi nhưng mạch phim làm cục tạ kéo xuống luôn) Diễn viên: 5/10 - Thái Hoà, Hữu Châu cứu cả bộ phim Quay phim: 5/10 - màn hình rạp mà toàn",1,0,1,0,0
"chê từ kịch bản tới diễn viên, trừ các vai chính , mất thời gian",1,1,0,0,0
"Fim hay , lan đầu thấy Xuân Lan diễn chính",1,0,0,0,0
5 sao cho Anh Thái Hoà,1,0,0,0,0
Không có gì đặc sắc😏,0,0,0,0,0
"Phim dở, kịch bản lạ lẳm và rời rạt nói chung Dở",0,0,0,0,0
Xem cho vui,0,0,0,0,0
"Phim rất hayyy , đáng xem",0,0,0,0,0
Phim hay. Nhưng nhìn chúng mạch chuyện chung vẫn có gì đó rối rối. Nhiều tình tiết hay câu thoại kịch quá. Như đoạn Khánh An van xin ông Thoại. Nhìn chung đáng xem nhưng vẫn chỉ ở mức trung bình,0,1,1,0,0
kết hay 10/10 nha. khúc giữa dở mà kết hay quá,0,1,0,0,0
Mình thấy dở nha...,0,0,0,0,0
Diễn viên chính Xuân Lan đơ như khúc gỗ. Kéo nguyên bộ phim xuốg,1,0,0,0,0
"Tôi nói thiệt phim không hay , nó quá chán , chả có gi hay . Ông hoàng phòng vé nay lỗi thời hay sao đóng phim gì kì z tr",0,0,0,0,0
"1. Kịch bản đầy tham vọng nhưng xây dựng rất thiếu logic. Sắp xếp mạch tâm lý cũng thiếu chiều sâu thiếu tính hợp lý, từ cái này sang cái kia một cái ""đùng"" (nói thật là như vậy) làm người xem chưa kịp định hình được phía trước mới thế này mà nhảy sang cái sự",0,1,0,0,0
Chê,0,0,0,0,0
"Xây dựng hình tượng ông Thoại rất hay tuy nhiên khá vô lý ở đoạn kết, vì ông này từ đầu tới cuối rất bình tĩnh, khí chất 1 CEO thành đạt lại bị sốc tới phát điên vì 1 chuyện chưa rõ ràng,",0,1,0,0,0
"Đi coi vì co Thái Hòa mà ổng diễn cai vai nhảm nhí thật sự. Phim xàm tình tiết vô lý , câu chuyện cũng nhảm nhí , chê chê chê. Phim phù hơp cho mấy con fo kể chuyện và mấy con bóng lộ liễu",1,0,1,0,0
"Bộ phim có nhiều chi tiết, nguyên liệu vs gia vị để làm 1 bộ phim hay. Nhưng hơi đáng tiếc có 3,4 sự việc hơi xa rời thực tế. Đây là 1 bộ phim chỉn chu, có nội dung vs ý đồ truyền tải. Xếp hạng : Khá ...",0,1,0,0,0
Phim nói về gia đình rất hay nha.,0,0,0,0,0
Phim tạm ổn coi ok nè thích bé quyên vì đẹp ! Nhưng cảnh 2 bạn gây đóng kì kì sao á cả rạp cứ tới cảnh 2 ổng khóc cười ẩm hết cả rạp luôn haha dù là đang đóng cảnh khóc nha 🤣🤣🤣,0,0,1,1,1
"Phim dở, đừng tin seeding ạ",0,0,0,0,0
1đ,0,0,0,0,0
Chê! Quá nhiều điều phi lý. Có cái twist ở cuối phim cũng tạm nhưng đánh đổi lại là con bạn của con nhỏ tự tử phải ngủ với ông chồng. Hơi tội… Lỡ đâu ông chồng phát hiện đó ko phải con ổng thì hơi phí. Hoặc lỡ ông biết sự thạt mà ông ko tự huỷ hoại bản thân,0,1,1,0,0
Hay,0,0,0,0,0
Phim góc máy đẹp nội dung ổn trừ 2 bạn nam đóng couple thì 8/10 đồ mặc rất có gu màu phim cũng đẹp,0,1,0,0,0
"Phim xem được , hay nha",0,0,0,0,0
"Thái Hoà diễn quá xuất sắc,Xuân Lan với Uyển Ân rồi Hữu Châu gồng luôn diễn xuất của 2 bạn nam",1,0,0,0,0
"Cốt Phim hay , Vai nữ thì để Cô Thuý Hà đóng , hoặc C Ngọc Lan sẽ Sang trọng rất nhiều , diễn viên k viễn tới",1,1,0,0,0
"Kịch bản, nội dung xàm",0,1,0,0,0
"Phim dài lê thê, không có tình tiết cao trào. Những câu thoại từ chính kịch chuyển sang hài đột ngột của Thái Hoà làm cảm xúc không bao giờ được đẩy tới cao trào. Mạng phép chê thể loại phim chính kịch tâm lý tình cảm của VN",1,0,1,1,0
2 ông lgbt khóc mà cả rạp cười xỉu,0,0,0,1,1
"Một bộ phim ko cần phải tạo ra các lời thoại drama, ko cần phải chạy theo xu hướng một cách thái quá, vẫn lột tả trần trụi nỗi đau của người vợ phải gánh chịu.... Tóm lại nên đi xem!! Dè deee",0,0,0,0,0
Phim hay ! Coi rất đáng tiền,0,0,0,0,0
Okie coi ổn áp nha quý zị,0,0,0,0,0
"đọc review rồi nhưng vẫn cố chấp đi xem :)) cấn quá, về phải viết review cho hết cấn, phim ko build được cảm xúc người xem, nên nhiều khúc cảm động mà khán giả ngồi cười hề hề =))) đúc kết lại là hơi uổng tiền huhu.",0,0,1,1,1
"Kịch bản cố tạo kịch tính nhưng hời hợt & thiếu logic, lời thoại và diễn sượng trân. Ko hay như kỳ vọng",1,1,0,0,0
mình thấy hay kkk=))),0,0,0,0,0
Kịch bản của phim này có vấn đề à. Đã là tạo hình doanh nhân thành đạt nhận học bổng đi Úc mà lại đi cưới con phò mình chơi rồi cho con trai mình. Con ba vợ sinh ra trong gia đình danh giá thì lại đi đánh ghen hành lập một cách ẩn danh. Kết phim làm mình,0,1,1,0,0
Ai nói dở với tôi thì phim hay. Phim tính tiết dễ hiểu. Ai trải qua đc thì mới hiểu và cảm hết đc phim,0,0,0,0,0
Đáng xem nha quý dị ✌️,0,0,0,0,0
Phim hay đừng bàn vì đi xem sẽ biết hãy đi xem bằng cái đầu,0,0,0,0,0
Xem tạm được .,0,0,0,0,0
Tưởng phim thái hoà lần này sẽ vui. Phim ko co vuii. Nói về vk ck ko. Xuân lan vai chính mà nhìn hơi lớn tuổi. Coi hơi chán,1,0,0,0,0
Cảm thấy thoả mãn kết nhé,0,0,0,0,0
"Phim tạm ổn, hơi lê thê 1 chút. Cú twist giật gân nha",0,1,0,0,0
Phim đáng xem nha mn,0,0,0,0,0
Phim 8/10. Cũng hay.,0,0,0,0,0
"thấy có chú Thái Hoà nên mua vé chớ tính ra Lật Mặt chắc hay hơn á phim chánnn, phi lý, dài dòng, ko có chiều sâu",1,1,0,0,0
Hayyy,0,0,0,0,0
Dở ẹc,0,0,0,0,0
"Phim dở từ đầu đến gần cuối phim, kịch bản cũ, dễ đoán, màn trả thù kết phim cứu cả bộ phim.",0,1,0,0,0
Nội dung phản ánh thực tế xh,0,1,0,0,0
Ổn,0,0,0,0,0
"Vì có chú Thái Hoà nên m quyết định đi xem. Nguyên phim thì chỉ đc mỗi khúc cuối nhờ diễn xuất của chú TH =)))) còn lại mình thấy khá tệ từ chuyển cảnh, diễn viên ( ai khóc cũng xấu ), lời thoại. Thấy mn chê nhiều nên m cũng ko đặt kì vọng lắm ai dè xém thất",1,0,1,0,1
Mạch phim thiếu logic,0,1,0,0,0
"Phim khá hay, màu phim đầu phim tươi sáng, đến giữa thì trầm và tối, cuối phim plot twist hấp dẫn, vừa lòng người xem",0,1,0,0,0
"Phim như quần què, kịch bản như quần què, lần đầu tiên thấy thái hoà đóng 1 bộ phim mà thấy tệ đến vậy",1,1,0,0,0
Nôi dung thì vẫn là chuỗi đen tối của showbiz thoi. Nhưng lần này làm chủ yếu về hanh phúc của mỗi thành viên trong gia đình. Phim đáng xem nha mọi người,0,1,0,0,0
Mình chưa hiểu kết thúc bộ phim và ai là con gái của Thái Hoà (ông Thoại)???,0,0,1,0,0
Cốt film hay nhưng diễn viên k sâu sắc lắm,1,0,0,0,0
Bộ phim xứng đáng 10 điểm,0,0,0,0,0
❤️❤️❤️❤️,0,0,0,0,0
Phim hay mà mọi ngườiiiiiii,0,0,0,0,0
"Không có điểm nhấn, nội dung rất bình thường. 2 diễn viên nam k tốt. Nhờ có Thái Hoà và chú Hữu Châu cứu lại. Phim nằm mất bình thường",1,1,0,0,0
Nói không phải chê chứ phim dở vãi chưởng. Không thể hiểu nỗi xây dựng tâm lý nhân vật kiểu gì,0,0,0,0,0
"Chán thực sự, cứ nghĩ có DV Thái Hoà sẽ ổn nhưng đã nhầm, nhạt nhẽo thực sự",1,0,0,0,0
"k biết sao chứ ,phim này hay mà ít người xem theo mình thấy hay hơn cả phim mai đáng để xem 100đ",0,0,0,0,0
"Đọc cmt chê tính không đi coi nhưng cuối cùng vẫn vác xác đi xem, phim hay, tâm lý và đặc biệt ý nghĩa nha !",0,0,0,0,0
Khá hay,0,0,0,0,0
Phim nhiều cú twist dã man😨😨,0,1,0,0,0
1 trải nghiệm quá tệ! Phim không hay,0,0,0,0,0
"Phim rất dễ đoán diễn biến tiếp theo , những diễn viên gạo cội tròn vai diễn hụt hẫng 1 số diễn viên trẻ diễn như đùa ấy coi diễn bi như diễn hài không đánh giá cao lắm nhưng thích 1 số câu thâm thúy đáng suy ngẫm trong phim .",1,0,0,1,0
