Reviews,Acting,Plot,Scene,Comedy,Touching,Preprocessed Reviews
9/10 đáng xem,0,0,0,0,0,9 10 đáng xem
"Cũng ok, xem 1 lần đủ rồi 😂😂",0,0,0,0,0,ok xem 1 lần đủ
"Phim tóm tắt của phim truyền hình.tình tiết phim hơi vội.nhân vật Võ Tòng và Út Trong thì không có đất diễn,diễn viên Tuấn Trần đóng xong phim này chắc bị mất hình tượng mất kkk,có sự thay đổi kịch bản so với bản truyền hình,nói chung là phim cũng không tệ,mà cũng chưa đặc sắc lắm,nhưng mà đó là ý kiến cá nhân thôi ạ.",1,1,0,0,0,phim tóm_tắt phim_truyền_hình tình_tiết phim hơi vội nhân_vật võ_tòng t trong không đất diễn diễn_viên tuấn_trần đóng xong phim chắc mất hình_tượng mất không sự thay_đổi kịch_bản so bản truyền_hình nói_chung phim không tệ chưa đặc_sắc nhưng_mà đó ý_kiến cá_nhân thôi
"Phim để lại cho mình cảm giác là không thể nào so sánh 2 bản truyền hình và điện ảnh được. Đây là một câu chuyện mới, tuyến nhân vật mới, rất thú vị.",0,0,0,0,0,phim để cảm_giác không_thể_nào so_sánh 2 bản truyền_hình điện_ảnh được đây một câu_chuyện mới tuyến nhân_vật mới rất thú_vị
"Phim quay rất đẹp luôn coi cảnh quay với nhạc đã rất mãn nhãn, bỏ qua việc quần áo này kia thì nói chung cho 9đ 
Diễn viên xuất sắc… ai thấy sao thì thấy chứ phim nói về đất nước mình tui luôn ủng hộ ❤️❤️❤️",0,0,0,0,0,phim quay rất đẹp coi_cảnh quay nhạc rất mãn nhãn bỏ_qua việc quần_áo kia nói_chung 9 đ diễn_viên xuất_sắc ai thấy sao thấy chứ phim nói đất_nước tui ủng_hộ
Một bộ phim quá hay từ hình ảnh đến diễn viên và âm nhạc xuất sắc. Thật cảm động tình yêu nước và sự hi sinh của các anh hùng ngày xưa để giữ nước.,1,0,1,0,1,một bộ phim hay từ hình_ảnh đến diễn_viên âm_nhạc xuất_sắc thật cảm_động tình_yêu nước sự hi_sinh các anh_hùng ngày_xưa để giữ nước
"Phim hay lắm ạ
Hài hước và ý nghĩa",0,0,0,1,0,phim hay hài_hước ý_nghĩa
Riêng mình thì thấy phim ok nha mn nên xem,0,0,0,0,0,riêng thấy phim ok_nha mọi người xem
10 điểm không nói nhiều,0,0,0,0,0,10 điểm không nói nhiều
Phim tái hiện về lich sử thoi chống pháp hào hùng của dân tộc ta.rat thiêng lieng va tự hào ve tinh thần iu nuoc bất khuất kiên cường của dân ta thời đó.nhưng thoi nay để gọi la phim hay thi chưa hay lắm .,0,0,0,0,0,phim tái_hiện lich sử_thoi chống pháp_hào_hùng dân_tộc ta rat thiêng lieng_va tự_hào_ve tinh_thần iu_nuoc bất_khuất kiên_cường dân ta thời đó nhưng thoi nay để gọi la_phim hay thi chưa hay
"Phim hay, có đầu tư, về lịch sử mình không bàn luận",0,0,0,0,0,phim hay đầu_tư lịch_sử không bàn_luận
"Bối cảnh đẹp, phong cảnh non nước  hữu  tình.
Trong phim nhiều cảnh đấm đá, võ thuật, pha chút kịch tính, ngôn ngữ lời thoại theo hướng hiện đại, chưa đậm chất miền tây, phim ca ngợi tinh thần yêu nước là chính. Ko như hi vọng thôi",0,0,1,0,0,bối_cảnh đẹp phong_cảnh non nước hữu_tình trong phim nhiều cảnh đấm_đá võ_thuật pha chút kịch_tính ngôn_ngữ lời_thoại theo hướng hiện_đại chưa đậm_chất miền tây phim ca_ngợi tinh_thần yêu nước chính không hi_vọng thôi
"Dẫn trẻ em theo coi phim này. Phim khá ổn, cần điều chỉnh lại yếu tố các hội, đoàn trong lịch sử. Có lúc phim hơi lê thế. Nhân vật Cò đưa vào cho có, ko đúng là người đồng hành với An. Cho 7/10 đ",0,0,0,0,0,dẫn trẻ_em theo coi phim phim khá ổn cần điều_chỉnh yếu_tố các hội_đoàn trong lịch_sử lúc phim hơi lê_thế nhân_vật cò đưa vào không đúng người đồng_hành an 7 10 đ
"Có bất ngờ nho nhỏ là đoàn phim đến. Phim hay, cảnh đẹp. 10 điểm",0,0,0,0,0,bất_ngờ nho_nhỏ đoàn phim đến phim hay cảnh đẹp 10 điểm
"cảnh quay đẹp! xem giải trí vì nội dung hoàn toàn là hư cấu, nhưng ""Thiên Địa Hội"" với ""Nghĩa Hoà Đoàn"" là trong tiểu thuyết Lộc Đỉnh Kí của Kim Dung chứ ko phải cũng Việt Nam...",0,0,0,0,0,cảnh quay đẹp xem giải_trí nội_dung hoàn_toàn hư_cấu nhưng thiên_địa_hội nghĩa hòa_đoàn trong tiểu_thuyết lộc đỉnh_kí kim_dung chứ không phải việt_nam
"Mình coi phim từ bản truyền hình trước đến bản điện ảnh bây giờ, cho tới bây giờ coi cảm xúc mình vẫn dâng trào, phim cực kỳ hay, mình chắc chắn sẽ đi xem lại",0,0,0,0,1,coi phim từ bản truyền_hình trước đến bản điện_ảnh bây_giờ tới bây_giờ coi cảm_xúc dâng_trào phim cực_kỳ hay chắc_chắn đi xem_lại
Phim xem giải trí không còn gì để chê.,0,0,0,0,0,phim xem giải_trí không để chê
"Phim rất hay về diễn viên, diễn xuất, nội dung phim, cảnh trong phim rất đẹp và rất thật, tôi luôn ủng hộ phim do Trấn Thành làm",1,1,1,0,0,phim rất hay diễn_viên diễn_xuất nội_dung phim_cảnh trong phim rất đẹp rất thật tôi ủng_hộ phim do trấn_thành làm
"Phim hay, đáng để xem",0,0,0,0,0,phim hay đáng để xem
"Flim khá hay , nhưng khúc gần rớt nước mắt thì lại xen lẫn hài hước, làm nước mắt chui ngược lại...
Bác Ba Phi xuất hiện khá ít , hầu như là cuối flim mới nói được mấy câu , mà để potter ảnh Bác , làm như DV chính..",0,0,0,1,0,flim khá hay nhưng khúc gần rớt nước_mắt xen_lẫn hài_hước làm nước_mắt chui ngược_lại bác ba phi xuất_hiện khá ít hầu_như cuối flim mới nói được mấy câu để poter ảnh bác làm dịch_vụ chính
Mn nên đi xem để cảm nhận👍🏻,0,0,0,0,0,mọi người đi xem để cảm_nhận
"Phim rất hay ! Đầu tư kỷ rất tốt , thu hút tâm lý người xem , đầy truyền cảm !!!",0,0,1,0,1,phim rất hay đầu_tư kỷ rất tốt thu_hút tâm_lý người xem đầy truyền_cảm
"Đưa  ba mẹ đi xem và thấy rất phù hợp.
Màu phim và nội dung hơi sến nhưng cảnh quay đẹp.",0,0,1,0,0,đưa ba_mẹ đi xem thấy rất phù_hợp màu phim nội_dung hơi sến nhưng cảnh quay đẹp
Ai chê thì chê chứ riêng tui bộ này xứng đáng 95k tiền vé. Xem cảm giác rất thân thuộc gần gũi dù có vài bối cảnh không được thật lắm nhưng vẫn tái hiện được nét đẹp của miền tây nam bộ. Âm nhạc thì khỏi phải bàn cãi xem hết phim phải ngồi lại nghe hết nhạc mới chịu ra. Nói chung là đáng xem! Mong là có phần 2 để đi xem nữa😝,0,0,1,0,0,ai chê chê chứ riêng tui bộ xứng_đáng 95 không tiền vé xem cảm_giác rất thân_thuộc gần_gũi dù vài bối_cảnh không được thật nhưng tái_hiện được nét đẹp miền tây_nam bộ m nhạc khỏi phải bàn_cãi xem hết phim phải ngồi nghe hết nhạc mới chịu ra nói_chung đáng xem mong phần 2 để đi xem nữa
"Mỗi ng mỗi quan điểm khác nhau , với mk xem bộ phim này vào cuối tuần là ổn áp nè 🥰",0,0,0,0,0,mỗi người mỗi quan_điểm khác nhau xem bộ phim vào cuối tuần ổn_áp nè
"Hãy đi xem phim với tinh thần thoải mái và giải trí nha mn ơi!
Ai chê chứ mình thấy phim rạp như vậy là quá hay rồi! 
Đầu tư bối cảnh xuất sắc! Dàn diễn viên đỉnh! Ko chê đc 1 vai nào luôn!
Sẽ xem lại lần 2 cùng với người thân! ❤️❤️❤️
10 điểm ko có nhưng!",1,0,1,0,0,hãy đi xem phim tinh_thần thoải_mái giải_trí mọi người ai chê chứ thấy phim_rạp như_vậy hay đầu_tư bối_cảnh xuất_sắc dàn diễn_viên đỉnh không chê được 1 vai nào xem_lại lần 2 cùng người_thân 10 điểm không nhưng
Một bộ phim ổn cả phần nhìn và nội dung . Không cần so sánh với bản truyền hình thì xem phim với tâm lý thoải mái dể chịu hơn nhiều . Việt Nam mình nhiều cảnh đẹp quá . Nhìn là muốn du lịch miền Tây liền ❤️,0,0,1,0,0,một bộ phim ổn cả phần nhìn nội_dung không cần so_sánh bản truyền_hình xem phim tâm_lý thoải_mái dể chịu hơn nhiều việt_nam nhiều cảnh đẹp nhìn muốn du_lịch miền tây liền
"Trấn Thành xuất hiện ít với cũng không ảnh hưởng lắm, xem xong thì có thể 1 số người nói cái kết lãnh, nhưng dụng ý của đạo diễn 1 cái xuất hiện nhỏ của võ tòng và câu nói võ tòng trong đó là ba m vẫn bình yên ở đoạn cuối phim, đánh gia cao phim có sầu có hài, diên viên nhỏ tuổi nhưng diễn rất tâm",1,1,0,1,1,trấn thành xuất_hiện ít không ảnh_hưởng xem xong có_thể 1 số người nói cái kết_lãnh nhưng dụng_ý đạo_diễn 1 cái xuất_hiện nhỏ võ_tòng câu nói võ_tòng trong đó ba m bình_yên ở đoạn cuối phim đánh_gia cao_phim sầu hài_diên_viên nhỏ_tuổi nhưng diễn rất tâm
Nhà làm Phim nên tôn trọng Khán giả đầu tư hết về mọi thứ ! Làm chỉ để bán vé thì ko nên,0,0,0,0,0,nhà làm phim tôn_trọng khán_giả đầu_tư hết mọi thứ làm chỉ để bán vé không
"theo ý kiến cá nhân mình, mình thấy phim hay, diễn xuất ổn, đáng xem lắm, ai chê thì chê chứ riêng mình mình thấy hay",1,0,0,0,0,theo ý_kiến cá_nhân thấy phim hay diễn xuất_ổn đáng xem ai chê chê chứ riêng thấy hay
"Phim hay! Rạp 1 ở Galaxy Nguyễn Du suất 9 giờ full ghế 👏🏻
Cái hay ở đây đầu tiên là cảnh sắc của bộ phim, phim quay miền Nam Việt Nam quá đẹp, xem xong là muốn đi miền hết liền
Thứ hai, phim phản ảnh đúng bối cảnh thời đó, thời Việt Nam còn bị đô hộ, những cảnh chia lìa, các anh hùng vì nghĩa cứu nước,cho dù cơm áo bữa đói bữa no nhưng không bao giờ quên mất lòng yêu nước. Xem xong càng thấy yêu nước hơn bội phần. 
Thứ ba, phim đưa văn hoá miền Nam thời đó rất sống động, như những câu hò, hát cải lương, những thứ tưởng chừng như đã mất đi trong đời sống hiện đại
Cuối cùng, chọn diễn viên hợp, đóng tròn vai, có nhiều phân cảnh đẩy cảm xúc của người xem rất xúc động. 
Có những câu thoại làm mình xúc động như: 
Dân mình hiểu đất mình
Dân mình thương nước mình
Hay
Đất Nam lúc thịnh lúc suy nhưng anh hùng hào kiệt đời nào cũng có
Hy vọng mọi người xem phim bằng trái tim và bớt soi xét cũng nhưng tìm hiểu hoàn cảnh lịch sử thật thụ của miền Nam thời đó rồi hãy phán xét phim vì suy cho cùng cho dù là một tác phẩm thương mại nhưng phim thật sự rất có ý nghĩa tự hào dân tộc và đề cao sự hào kiệt, hào sảng,văn hoá, vì nghĩa quên mình của dân tộc ta nói chung và người miền Nam nói riêng.",1,1,0,0,1,phim hay rạp 1 ở galaxy nguyễn_du_suất 9 giờ ful ghế cái hay ở đây đầu_tiên cảnh_sắc bộ phim phim quay miền nam việt_nam đẹp xem xong muốn đi miền hết liền thứ hai phim phản_ảnh đúng bối_cảnh thời đó thời việt_nam đô_hộ những cảnh chia lìa các anh_hùng nghĩa_cứu nước cho_dù cơm_áo bữa đói bữa_no nhưng không bao_giờ quên mất_lòng yêu nước xem xong càng thấy yêu nước hơn bội_phần thứ ba phim đưa văn_hóa miền nam thời đó rất sống_động những câu hò_hát cải_lương những thứ tưởng_chừng_như mất đi trong đời_sống hiện_đại cuối_cùng chọn diễn_viên hợp đóng tròn vai nhiều phân_cảnh đẩy_cảm_xúc người xem rất xúc_động những câu_thoại làm xúc_động dân hiểu đất dân thương nước hay đất nam lúc thịnh lúc suy nhưng anh_hùng_hào kiệt_đời nào hy_vọng mọi người xem phim bằng trái_tim bớt soi_xét nhưng tìm_hiểu hoàn_cảnh lịch_sử thật_thụ miền nam thời đó hãy phán_xét phim suy cùng cho_dù một tác_phẩm thương_mại nhưng phim thật_sự rất ý_nghĩa tự_hào dân_tộc đề_cao sự hào_kiệt hào_sảng văn_hóa nghĩa quên_mình dân_tộc ta nói_chung người miền nam nói_riêng
"Phim quay sắc nét, diễn viên gạo cội nhiều và diễn rất đạt, tuy sẽ k show trọn vẹn được tất cả nội dung của bản gốc nhưng trọn vẹn đủ để lấy đi nước mắt. Hay và có nhiều pha bẻ láy.",1,0,1,0,1,phim quay sắc nét diễn_viên gạo_cội nhiều diễn rất đạt tuy không show trọn_vẹn được tất_cả nội_dung bản_gốc nhưng trọn_vẹn đủ để lấy đi nước_mắt hay nhiều pha bẻ láy
Phim hay đáng để coi. 🥰,0,0,0,0,0,phim hay đáng để coi
Tinh thần yêu nước của người dân chân chất. Hành động đặc sắc xe￼m  nổi da gà Hay Lắm nha,0,0,0,0,0,tinh_thần yêu nước người_dân chân_chất hành_động đặc_sắc xe m nổi da_gà hay
"hay điên, coi xong tình cảm yêu nước x1000000",0,0,0,0,0,hay điên coi xong tình_cảm yêu nước x1000000
Ai chê thì chê. Mình với người yêu mình thấy phim hay mà còn hài nữa. Tuấn Trần đóng phim này hay cực ấy. Với mình chấm 9 điểm luôn. Duyệt 💯,1,0,0,1,0,ai chê chê người_yêu thấy phim hay mà_còn hài nữa tuấn_trần đóng phim hay cực ấy chấm 9 điểm duyệt
"Các phân đoạn chặt chẽ, khơi gợi lòng yêu nước thiết tha, bộ phim không thể bỏ qua. Các nhân vật dù là vai nhỏ nhất đều diễn tuyệt vời. Đặc biệt là nhân vật bé An và Út Lục Lâm, Út Mắm quá hay, quá xuất sắc.",1,1,0,0,0,các phân_đoạn chặt_chẽ khơi gợi_lòng yêu nước thiết_tha bộ phim không_thể bỏ_qua các nhân_vật dù vai nhỏ nhất đều diễn tuyệt_vời đặc_biệt nhân_vật bé an t_lục lâm_t mắm hay xuất_sắc
Thấy chê nhiều quá làm sợ. Xem xong mới biết mn chưa coi phim mà chê rêu rao khắp nơi từ khi phim chưa chiếu . Lạy hồn. Nước ngoài làm phim thì kêu ng ta biết phổ cập lịch sử chống giặc cho giới trẻ. VN làm cái thi nhau đào bới móc từ khi phim chưa công chiếu nữa,0,0,0,0,0,thấy chê nhiều làm sợ xem xong mới biết mọi người chưa coi phim chê rêu_rao khắp_nơi từ khi phim chưa chiếu lạy_hồn nước_ngoài làm phim kêu người ta biết phổ_cập lịch_sử chống giặc giới trẻ việt_nam làm cái thi nhau đào_bới_móc từ khi phim chưa công_chiếu nữa
"Mạch phim lê thê khúc đầu, diễn viên chỉ vài người diễn phụ tốt, dựng cảnh giả trân từ căn nhà, cái cuốc cái xẻng, phục trang toàn bộ diễn viên chính phụ như đang mặc đồ mới, tạo cảm giác đang xem sân khấu, bối cảnh phim thời chống Pháp mà vài diễn viên có bộ răng sứ trắng tinh, nhân vật Ba Phi bộ râu gắn lơ thơ không nhập vô khuôn mặt, cảnh đánh đấm thì như phim trung quốc, kỉ xảo CGI ngây ngô, nhìn con quạ bay, bầy đom đóm xếp hình người mà mình bật cười. Mấy miếng joke cũ xì. Lạm dụng hiệu ứng âm thanh, hình ảnh thao túng tâm lý người xem. (Thằng nhỏ đang sốt anh Út đang cõng chạy thôi cũng Slowmotion khoe cảnh đẹp 😹😹)
Phim dù có doanh thu cao cũng nhờ seeding và fan thôi chứ thực chất nội lực phim chưa tới.",1,1,1,1,0,mạch phim lê thê_khúc đầu diễn_viên chỉ vài người diễn phụ tốt dựng cảnh giả_trân từ căn nhà cái cuốc cái xẻng phục_trang toàn_bộ diễn_viên chính_phụ đang mặc_đồ mới tạo cảm_giác đang xem sân_khấu bối_cảnh phim_thời chống_pháp vài diễn_viên bộ răng sứ trắng_tinh_nhân_vật ba phi_bộ râu gắn lơ_thơ không nhập vô khuôn_mặt cảnh đánh_đấm phim trung_quốc kỉ_xảo cgi ngây_ngô nhìn con quạ bay bầy đom đóm xếp_hình người bật cười mấy miếng joke cũ_xì lạm_dụng hiệu_ứng âm_thanh hình_ảnh thao_túng tâm_lý người xem thằng nhỏ đang sốt anh t đang cõng chạy thôi slowmotion khoe_cảnh đẹp phim dù doanh_thu cao nhờ seding fan thôi chứ thực_chất nội_lực phim chưa tới
Hay quá mà đang ngồi đợi kết hết phim chắc có phần 2 áaaa. Coi xong hog mún về đi coi i mn,0,1,0,0,0,hay đang ngồi đợi kết hết phim chắc phần 2 áa coi xong hog_mún đi coi i mọi người
Trên cả sự tuyệt vời. Phim quá hay. Với những câu nói đi vào lòng người của bác Ba phi.,0,0,0,0,0,trên cả sự tuyệt_vời phim hay những câu nói đi vào lòng người bác ba phi
"Phim hay, có nhiều tình tiết ý nghĩa về tình cảm gia đình, tình cảm con người, tình yêu đất nước. Phong cảnh đẹp trù phú của miền Tây sông nước",0,1,1,0,1,phim hay nhiều tình_tiết ý_nghĩa tình_cảm gia_đình tình_cảm con_người tình_yêu đất_nước phong_cảnh đẹp trù_phú miền tây sông_nước
"Phim lấy bối cảnh của miền tây xưa, với những năm miền đang bị chia cắt 2 miền đất nước. Lục tỉnh miền tây đang nằm dưới tay bảo hộ của thực dân pháp , thời thế loạn lạc, bà con khó khăn, khổ cực khi mạng sống nằm dưới tay giặc. Mình khá tiếc vì nhân vật bác ba phi xuất hiện không nhiều, hoá trang không được trân thật lắm. Nhưng sau cùng thì cảm xúc động lại cho mình đó là tinh thần yêu nước của tổ chức yêu nước ngày xưa, Phim rất đáng xem. 8,5/10điểm",0,0,0,0,1,phim lấy bối_cảnh miền tây xưa những năm miền đang chia_cắt 2 miền đất_nước lục tỉnh miền tây đang nằm dưới tay bảo_hộ thực_dân_pháp thời_thế loạn_lạc bà_con khó_khăn khổ_cực khi mạng sống nằm dưới tay giặc khá tiếc nhân_vật bác ba phi xuất_hiện không nhiều hóa_trang không được trân thật nhưng sau_cùng cảm_xúc_động đó tinh_thần yêu nước tổ_chức yêu nước ngày_xưa phim rất đáng xem 8 5 10 điểm
"Phim hay bà cố luôn mấy má ơi , kỷ xảo , bối cảnh , cốt truyện hay . Với một người yêu nước như tớ . Xem xong tớ lại yêu hơn quê hương mình 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",0,1,1,0,0,phim hay bà cố mấy má kỷ_xảo bối_cảnh cốt_truyện hay một người_yêu nước tớ xem xong tớ yêu hơn quê_hương
"Phim hay rất đáng xem, có rất nhiều tình tiết ý nghĩa về tình cảm con người, tình yêu đất nước. Rồi cả vẻ đẹp trù phú của miền đất nam bộ.",0,1,0,0,0,phim hay rất đáng xem rất nhiều tình_tiết ý_nghĩa tình_cảm con_người tình_yêu đất_nước cả vẻ đẹp trù_phú miền đất nam_bộ
"Phim hay lắm lun, hết phim mọi người vỗ tay quá trời. Các cô các bác, mấy em nhỏ cũng đi xem luôn 😍 đi xem để biết Việt Nam mình chiến đấu với giặc đô hộ khổ cực như thế nào huhu, chúng nó thì toàn súng ống dài cả mét rồi lựu đạn các kiểu, mình thì có vũ khí gì đâu ngoài dùng tay ko đánh võ và dao, chưa kể bên nó quần áo mũ mão trang bị từ đầu tới chân, mình thì chỉ có áo mưa làm bằng lá rồi áo bà ba , chân đi dép đan bằng cói sợ khi còn chạy bằng chân đất ấy chứ 😭 thương quá là thương tao khóc miết ... mê qá hóng có phần 2 ạ",0,0,0,0,1,phim hay lun hết phim mọi người vỗ_tay trời các cô các bác mấy em nhỏ đi xem đi xem để biết việt_nam chiến_đấu giặc đô_hộ khổ_cực như_thế_nào chúng_nó toàn súng_ống dài cả mét lựu_đạn các vũ_khí đâu ngoài dùng tay_không đánh võ dao chưa kể bên nó quần_áo mũ mão trang_bị từ đầu tới chân chỉ áo_mưa làm_bằng lá áo bà_ba chân đi dép đan bằng cói_sợ khi chạy bằng chân_đất ấy chứ thương thương tao khóc miết_mê hóng phần 2
"Từ đầu đến cuối phim rất thú vị trong 1 số tiểu tiết xen lẫn xúc động, đồng cảm vì nếu đặt mình vào vị trí đó chắc gì mình đã can đảm như vậy. Không thể chê vào đâu dù có 1 số sạn nhỏ, nhưg tổng thể với tôi đã đủ rồi. Tôi tự nhận mình rất khó tính dễ chán nếu phim quá lôi thôi, nhưng khi xem phim này tuổi thơ ùa về ko 1 giây nào rời mắt. Hơn nữa tôi ng con Cần Thơ rất thích những bộ phim LS VN như thế này, mong sẽ có nhiều bộ như v hơn ... ủng hộ yêu VN yêu Ls VN yêu những ng anh hùng 🥺🥺🥺🥺",0,0,0,0,1,từ đầu đến cuối phim rất thú_vị trong 1 số tiểu_tiết xen_lẫn xúc_động đồng_cảm nếu đặt vào vị_trí đó chắc can_đảm như_vậy không_thể chê vào đâu dù 1 số sạn nhỏ nhưng tổng_thể tôi đủ tôi tự nhận rất khó_tính dễ chán nếu phim lôi_thôi nhưng khi xem phim tuổi_thơ ùa không 1 giây nào rời mắt hơn_nữa tôi người con cần thơ rất thích những bộ phim ls việt_nam thế_này mong nhiều bộ v hơn ủng_hộ yêu việt_nam yêu ls việt_nam yêu những người anh_hùng
Cảnh quay đẹp phim rất đáng để trải nghiệm,0,0,1,0,0,cảnh quay đẹp phim rất đáng để trải_nghiệm
Bình thường thôi không quá xuất sắc. Tuấn trần hay ☝️☝️☝️,1,0,0,0,0,bình_thường thôi không xuất_sắc tuấn_trần hay
"Một phiên bản vừa lạ vừa quen của đất phương nam trong ký ức. Vừa tròn đầy cho các nhân vật và câu chuyện cũ, nhưng lại có những tình tiết khác với phiên bản truyền hình làm cho việc so sánh giữa phiên bản điện ảnh và truyền hình là không thể . Mỗi bản có một cái hay khác nhau. 
Bác ba Phi cũng được thể hiện rất tròn vai và gây xúc động
Anh Giáo 7 vừa đẹp trai vừa mlem lại rất điềm đạm. 
Điểm trừ duy nhất là lúc đánh nhau quay nhanh và màu quay tối quá ạ, không nhìn được ra ai với ai 😂😂😂",1,0,1,0,0,một phiên_bản vừa lạ vừa quen đất phương_nam trong ký_ức vừa tròn đầy các nhân_vật câu_chuyện cũ nhưng những tình_tiết khác phiên_bản truyền_hình làm việc so_sánh giữa phiên_bản điện_ảnh truyền_hình không_thể mỗi bản một cái hay khác nhau bác ba phi được thể_hiện rất tròn_vai gây xúc_động anh giáo 7 vừa đẹp_trai vừa mlem rất điềm_đạm điểm trừ duy_nhất lúc đánh nhau quay nhanh màu quay tối không nhìn được ra ai ai
"Phim hay tuyệt vời. Ai cũng đóng vai trò quan trọng trong vở diễn của mình. Bi hài đầy đủ, diễn viên diễn tốt, lột tả được nội tâm của nhân vật. Đáng đồng tiền bát gạo. Mình sẽ giới thiệu bạn bè biết đến Đất Rừng Phương Nam nhiều hơn. ❤️💯😍",1,0,0,0,0,phim hay tuyệt_vời ai đóng vai_trò quan_trọng trong vở diễn bi_hài đầy_đủ diễn_viên diễn tốt lột_tả được nội_tâm nhân_vật đáng đồng_tiền bát gạo giới_thiệu bạn_bè biết đến đất rừng phương nam nhiều hơn
Cũng được. Chưa khai thác nội tâm yêu nước của diễn viên sâu lắm. Các cảnh hành động hay và đẹp mắt. Nên xem để trải nghiệm,1,0,0,1,0,được chưa khai_thác nội_tâm yêu nước diễn_viên sâu các cảnh hành_động hay đẹp_mắt xem để trải_nghiệm
Phim về lịch sử khó ghê mà cũng làm được 😁. Xứng đáng có thêm mấy phần tiếp theo nữa.,0,0,0,0,0,phim lịch_sử khó ghê làm được xứng_đáng thêm mấy phần tiếp_theo nữa
"Mình thấy ổn áp mà mn chê dữ, phim Việt vậy là ok rồi",0,0,0,0,0,thấy ổn_áp mọi người chê_dữ phim việt vậy ok
"Phim hay lắm nên đi coi đi mng ơi, có cái kết mình thấy chưa đã lắm thấy thiếu thiếu gì đó, nma nên đi coi đáng tiền nha, tui sẽ đi coi lại lần thứ 2 tui dẫn ngoại tui theo nữa, đây là lần đầu tiên tui coi phim rạp lại 2 lần trong đời luôn á",0,0,0,0,0,phim hay đi coi đi mọi người cái kết thấy chưa thấy thiếu thiếu_gì đó nma đi coi đáng tiền tui đi coi lần thứ 2 tui dẫn ngoại tui theo nữa đây lần đầu_tiên tui coi phim rạp 2 lần trong đời
"Nd phim hay, xen lẫn chút hài hước
Các cảnh đồng quê trong phim đẹp xuất sắc. Toẹt vời",0,0,1,1,0,nội_dung phim hay xen_lẫn chút hài_hước các cảnh đồng_quê trong phim đẹp xuất_sắc toẹt vời
"Phim khá ổn, không đến mức tệ như nhiều người nhận xét, mình là fan trung lập, nên đối với mình phim cũng khá ổn đó, mọi người nên đi xem thử",0,0,0,0,0,phim khá ổn không đến mức tệ nhiều người nhận_xét fan trung_lập đối_với phim khá ổn đó mọi người đi xem thử
Quá tuyệt vời. Một bộ phim đáng để xem,0,0,0,0,0,tuyệt_vời một bộ phim đáng để xem
"Phim mang yếu tố văn hóa truyền thống. Đậm chất nhân văn, tình người.",0,1,0,0,1,phim mang yếu_tố văn_hóa truyền_thống đậm_chất nhân_văn tình người
"Hôm nay mình với mẹ đi xem phim. Cực hay luôn nha, góc quay rất chỉn chu, cảnh thiên nhiên, rừng cây vô cùng ấn tượng. Nhất là khi bài nhạc ĐPN nổi lên, quá đỉnh, nổi da gà luôn. Hãy xem 1 lần đi mn ơi",0,0,1,0,0,hôm_nay mẹ đi xem phim cực hay nha_góc quay rất chỉn chu_cảnh thiên_nhiên rừng cây vô_cùng ấn_tượng nhất khi bài nhạc đpn nổi đỉnh nổi da_gà hãy xem 1 lần đi mọi người
"Đây là bộ phim hay 
Phiên bản điện ảnh chỉ 110p nhưng toàn bộ ý nghĩa , cảm xúc ( có vui có buồn ) của 1 bộ phim 11 tập. 
Ai diễn cũng nhập tâm hết luôn á
Còn về An thì đỉnh cao luôn",1,1,0,0,1,đây bộ phim hay phiên_bản điện_ảnh chỉ 110 p nhưng toàn_bộ ý_nghĩa cảm_xúc vui buồn 1 bộ phim 11 tập ai diễn nhập_tâm hết an đỉnh_cao
Phim coi cũng được có điều vẫn không qua đc bản truyền hình,0,0,0,0,0,phim coi được có_điều không qua đc_bản truyền_hình
"Phim hình ảnh đẹp góc quay cảnh sông nước Nam Bộ quá thơ mộng, phim cảm động làm hào hùng làm yêu nước dâng trào, đáng xem lại thêm lần nữa sẽ dẫn ba mẹ cùng đi lần sau. Cảm ơn ekip chúc thành công rực rỡ",0,0,1,0,0,phim hình_ảnh đẹp_góc quay cảnh sông_nước nam_bộ thơ_mộng phim cảm_động làm hào_hùng làm yêu nước dâng trào_đáng xem_lại thêm lần nữa dẫn ba_mẹ cùng đi lần sau cảm_ơn ekip_chúc thành_công rực_rỡ
